id t_peak peak_flux_ref T0 sigma_rise t_decay flares_present
106531983407641768_1 0.762185324049277 185 6773101 297 91 True
106531983407641768_2 0.9892876272094269 47 3039101 340 262 False
106531983407641768_3 0.24209962506695232 71 687463 322 303 False
106531988333891246_0 0.8141403320835565 139 6359222 190 307 True
106531988333891246_1 0.9260846277450455 102 3983195 279 18 True
106531988333891246_2 0.44295661489019816 112 9977520 268 335 True
106531988333891246_3 0.4006427423674344 163 8017679 319 258 False
106532035443418953_0 0.4241119483315393 167 1015430 164 160 False
106532035443418953_1 0.46770721205597415 189 4397804 137 45 True
106532035443418953_2 0.3170075349838536 168 6827193 364 221 True
106532035443418953_3 0.31969860064585576 152 7223553 149 346 True
106541976080560331_0 0.08302088912694162 86 4396099 332 239 False
106541976080560331_1 0.06106052490626674 50 5963334 352 362 False
106541976080560331_2 0.032137118371719335 81 2514177 47 44 True
106541976080560331_3 0.26459560792715586 24 9564953 313 257 False
106541983684656960_0 0.3513658275307981 176 4083093 206 258 True
106541983684656960_1 0.7209426888055704 137 5770207 69 284 True
106541983684656960_2 0.4017139796464917 139 6294502 231 321 True
106541983684656960_3 0.4231387252276379 173 4397632 184 291 True
106541990275217190_0 0.499196572040707 125 9170730 66 163 True
106541990275217190_1 0.1542581681842528 103 9000385 320 223 False
106541990275217190_2 0.4767005891805035 15 4635202 288 296 False
106541990275217190_3 0.8350294590251741 28 9790989 52 348 False
106551830199836002_0 0.7240820734341252 104 5098008 250 160 True
106551830199836002_1 0.45788336933045354 183 3624288 298 202 True
106551830199836002_2 0.2975161987041037 2 3467387 121 138 False
106551830199836002_3 0.06749460043196544 1 3353792 325 342 False
106551843419522659_0 0.24516129032258063 168 9349163 65 118 True
106551843419522659_1 0.960752688172043 193 7973237 328 249 False
106551843419522659_2 0.7381720430107527 172 8089372 328 46 True
106551843419522659_3 0.8096774193548387 2 7631386 73 87 False
106551875618898285_0 0.6736785329018339 30 9833402 189 249 False
106551875618898285_1 0.20334412081984898 96 848980 99 334 True
106551875618898285_2 0.3786407766990291 159 2566320 216 48 True
106551875618898285_3 0.9590075512405609 120 4624757 104 302 True
106551950697598131_0 0.6219578150351541 194 9466348 16 108 False
106551950697598131_1 0.32666306111411575 113 5248058 177 41 True
106551950697598131_2 0.672796106003245 140 7321718 40 316 False
106551950697598131_3 0.19578150351541374 178 4020690 118 148 True
106551978258235468_0 0.44349223352972683 131 2753790 353 242 True
106551978258235468_1 0.4563470808784146 146 7559156 108 337 True
106551978258235468_2 0.06909480449919657 166 2819924 168 62 True
106551978258235468_3 0.628280664167113 38 8053001 185 199 False
106551980937642999_0 0.5099089448312801 186 6065255 272 271 True
106551980937642999_1 0.516336368505624 76 8075423 289 237 True
106551980937642999_2 0.8291376539903589 26 6969934 94 58 False
106551980937642999_3 0.15479378682378148 186 575513 46 167 True
106551981552086773_0 0.4740224959828602 0 7169281 19 163 False
106551981552086773_1 0.15586502410283878 181 4108113 130 41 True
106551981552086773_2 0.3160149973219068 83 859598 34 49 False
106551981552086773_3 0.5575790037493304 183 9327470 93 249 True
106551985265944243_0 0.18264595607927156 9 1279338 44 2 False
106551985265944243_1 0.22228173540439208 65 5314462 223 54 True
106551985265944243_2 0.13604713444027852 170 5193330 122 225 True
106551985265944243_3 0.22388859132297803 44 7282003 5 56 False
106551998664415019_0 0.6979110873058383 43 1327870 217 183 False
106551998664415019_1 0.13176218532404926 30 6789463 202 279 False
106551998664415019_2 0.16336368505623997 50 586279 331 153 False
106551998664415019_3 0.626673808248527 121 1095156 32 280 False
106552013792490575_0 0.533476164970541 138 9316332 360 244 True
106552013792490575_1 0.07766470273165506 139 3153865 311 138 False
106552013792490575_2 0.7670058918050349 41 1818100 188 319 False
106552013792490575_3 0.027316550615961437 119 7900147 16 4 False
106552087345139668_0 0.4526372443487621 8 1633288 339 313 False
106552087345139668_1 0.5871905274488698 127 7306093 44 10 True
106552087345139668_2 0.655005382131324 61 127235 315 147 False
106552087345139668_3 0.09741657696447793 177 4022539 155 314 True
106552108426651343_0 0.791644349223353 59 1436248 351 350 True
106552108426651343_1 0.30530262453133367 11 877367 322 120 False
106552108426651343_2 0.20407070166041777 26 4104771 257 90 False
106552108426651343_3 0.9475093733261918 153 3557294 119 155 True
106552114731085052_0 0.7337975361542581 85 5121734 93 247 False
106552114731085052_1 0.9598286020353508 150 6891841 43 104 True
106552114731085052_2 0.5211569362613819 182 3136963 171 272 True
106552114731085052_3 0.3476164970540975 82 996254 32 209 False
106561843881648919_0 0.8709677419354839 68 8979794 50 213 False
106561843881648919_1 0.36935483870967745 117 1971693 288 293 True
106561843881648919_2 0.6580645161290323 60 6205588 54 97 False
106561843881648919_3 0.6161290322580645 104 4934552 352 147 True
106561844403821392_0 0.23978494623655913 168 5329403 98 243 True
106561844403821392_1 0.928494623655914 173 3028441 85 31 True
106561844403821392_2 0.16021505376344086 47 1428912 108 156 False
106561844403821392_3 0.48978494623655916 130 2756147 213 271 True
106561849443050500_0 0.24193548387096775 7 2937964 336 355 False
106561849443050500_1 0.6172043010752688 7 7598677 198 260 False
106561849443050500_2 0.35268817204301073 13 9834880 202 192 False
106561849443050500_3 0.22795698924731184 26 3253465 86 188 False
106561943081430006_0 0.023130715438407747 49 4079700 40 15 False
106561943081430006_1 0.9117805271651426 108 1908643 85 88 True
106561943081430006_2 0.42442173211403983 91 7624797 344 352 False
106561943081430006_3 0.984400215169446 27 2438949 57 341 False
106561975551448181_0 0.12756052141527002 100 1005540 16 323 False
106561975551448181_1 0.8463687150837989 188 7455965 153 202 False
106561975551448181_2 0.9497206703910615 87 3456950 332 214 False
106561975551448181_3 0.9357541899441341 143 2565293 322 15 False
106562002122939099_0 0.5570433851098018 45 2495992 190 8 True
106562002122939099_1 0.4151044456347081 103 4450817 156 210 True
106562002122939099_2 0.004284949116229245 24 86582 2 2 False
106562002122939099_3 0.11676486341724691 179 5282347 149 37 True
106562096209298615_0 0.15769644779332614 70 8198754 10 239 False
106562096209298615_1 0.45479009687836386 140 2043658 35 50 False
106562096209298615_2 0.9047362755651238 116 5759339 5 242 False
106562096209298615_3 0.4294940796555436 60 1555995 318 144 False
106571929560236049_0 0.24060150375939848 58 9985034 84 356 False
106571929560236049_1 0.7685284640171858 136 3846361 304 184 True
106571929560236049_2 0.5155746509129968 68 6918830 110 81 True
106571929560236049_3 0.7937701396348013 43 5953365 229 343 False
106571949607631030_0 0.8128025820333513 74 8169707 77 264 False
106571949607631030_1 0.6616460462614309 66 5571282 217 313 False
106571949607631030_2 0.6675632060247445 121 3297830 55 33 False
106571949607631030_3 0.5540613232920926 102 2316740 36 234 True
106572000339323836_0 0.023031601499732192 27 3528379 81 133 False
106572000339323836_1 0.9898232458489555 184 9098143 312 8 False
106572000339323836_2 0.4815211569362614 179 1897942 311 47 True
106572000339323836_3 0.9694697375468666 95 7129954 222 94 True
106572007598626547_0 0.49491162292447777 187 2935431 360 19 True
106572007598626547_1 0.7552222817354044 31 3402236 118 158 False
106572007598626547_2 0.39742903053026246 113 9894241 172 57 True
106572007598626547_3 0.23567220139260847 26 9397212 346 11 False
106572105583081841_0 0.10712372790573112 186 8283885 365 364 False
106572105583081841_1 0.25013390465988217 157 7172124 173 148 True
106572105583081841_2 0.39367970005356184 59 2844297 138 14 False
106572105583081841_3 0.44938403856454207 80 3870858 215 171 True
106581891043078402_0 0.43464228079612693 143 310124 191 281 False
106581891043078402_1 0.2087143625605164 160 3597429 138 300 True
106581891043078402_2 0.5922538999462076 165 6791676 75 337 True
106581891043078402_3 0.31038192576654117 119 7753288 321 216 True
106581958852213791_0 0.080878414568827 169 7189345 213 251 True
106581958852213791_1 0.5549009105516872 13 7201766 362 236 False
106581958852213791_2 0.11194429566148902 62 4220944 195 192 False
106581958852213791_3 0.2795929298339582 77 7987434 319 77 False
106581967735438156_0 0.3535083020889127 37 5532998 244 132 False
106581967735438156_1 0.468130690948045 86 5149658 308 88 False
106581967735438156_2 0.051419389394750936 95 9209329 327 181 False
106581967735438156_3 0.5072308516336369 97 398893 43 275 False
106581979922327294_0 0.43867166577396893 30 9844851 199 137 False
106581979922327294_1 0.7889662560257097 19 3950847 115 246 False
106581979922327294_2 0.762185324049277 98 890454 178 323 True
106581979922327294_3 0.8773433315479379 114 1879713 258 148 True
106591991853463732_0 0.3963577932512051 0 6765706 138 238 False
106591991853463732_1 0.483663631494376 125 1696168 349 33 False
106591991853463732_2 0.7873594001071237 110 3488815 220 319 True
106591991853463732_3 0.080878414568827 186 2085869 234 267 True
106592041601049940_0 0.001076426264800861 143 5986653 31 133 False
106592041601049940_1 0.4671689989235737 63 875869 331 89 False
106592041601049940_2 0.6178686759956943 141 8475927 338 67 True
106592041601049940_3 0.37944025834230355 37 1335329 173 72 False
106592104186818743_0 0.2656668452062132 28 5043777 29 112 False
106592104186818743_1 0.01981788966256026 195 7129389 252 65 False
106592104186818743_2 0.015532940546331012 164 3231039 89 340 False
106592104186818743_3 0.6802356722013926 10 4854675 112 160 False
106601872136931437_0 0.39913700107874867 71 5435816 37 6 True
106601872136931437_1 0.866235167206041 167 5674454 317 195 True
106601872136931437_2 0.28317152103559873 4 345975 115 232 False
106601872136931437_3 0.2313915857605178 32 798063 139 357 False
106601875317048774_0 0.38457389428263217 154 5830247 308 41 True
106601875317048774_1 0.5916936353829557 34 797946 231 66 False
106601875317048774_2 0.1941747572815534 96 7615251 61 135 True
106601875317048774_3 0.8640776699029126 169 4807711 145 6 True
106601881957447304_0 0.9746494066882416 197 4638994 361 19 True
106601881957447304_1 0.1418554476806904 83 1500411 331 91 False
106601881957447304_2 0.4083063646170442 172 4633636 197 47 True
106601881957447304_3 0.37162891046386193 147 4932804 86 264 True
106601973959383868_0 0.10337439742903053 171 6015860 100 75 True
106601973959383868_1 0.19710765934654526 195 624927 179 130 True
106601973959383868_2 0.4268880557043385 127 1469300 350 343 True
106601973959383868_3 0.7557579003749331 124 9201958 91 71 False
106601987537731135_0 0.838243170862346 122 4511755 130 111 True
106601987537731135_1 0.6684520621317622 79 3114599 6 327 False
106601987537731135_2 0.42367434386716657 164 251763 54 347 False
106601987537731135_3 0.028387787895018748 33 3037568 313 72 False
106602105467075917_0 0.6588109266202464 74 8673862 134 135 False
106602105467075917_1 0.10551687198714516 77 48214 232 299 False
106602105467075917_2 0.3395822174611676 20 5402733 262 211 False
106602105467075917_3 0.13015532940546332 133 953433 162 244 True
106611944189972108_0 0.22001075847229692 64 9864079 33 89 True
106611944189972108_1 0.5303926842388381 99 2229775 19 264 True
106611944189972108_2 0.457235072619688 107 9089478 303 278 True
106611944189972108_3 0.5771920387305003 134 507003 238 246 True
106611973098044527_0 0.3556507766470273 30 2847510 4 27 False
106611973098044527_1 0.9389394750937332 55 814494 99 105 False
106611973098044527_2 0.9608998393144081 72 7858571 316 294 False
106611973098044527_3 0.8559185859667916 188 5090994 245 202 True
106611981356609417_0 0.06320299946438136 56 6670944 165 334 False
106611981356609417_1 0.35511515800749865 17 7192647 75 273 False
106611981356609417_2 0.8189608998393144 101 3842931 93 259 False
106611981356609417_3 0.046063202999464384 183 4132073 93 307 True
106612098124744351_0 0.3148546824542519 178 361865 355 32 True
106612098124744351_1 0.38266953713670615 37 8553588 300 66 False
106612098124744351_2 0.6695371367061357 78 6856911 333 144 True
106612098124744351_3 0.4445640473627557 42 7738093 86 274 False
106621871746257931_0 0.6499460625674218 170 374996 273 197 True
106621871746257931_1 0.47896440129449835 11 5364104 223 216 False
106621871746257931_2 0.12998921251348436 188 8479086 83 119 True
106621871746257931_3 0.37001078748651567 10 2181830 197 20 False
106621980096135820_0 0.37600428494911625 166 3601964 291 18 True
106621980096135820_1 0.2662024638457418 41 1359521 36 21 False
106621980096135820_2 0.5088377075522228 103 6665454 211 291 True
106621980096135820_3 0.3470808784145688 27 5046542 332 59 False
106621980898164903_0 0.4740224959828602 100 9482972 276 331 True
106621980898164903_1 0.06427423674343867 165 9189020 90 225 True
106621980898164903_2 0.10337439742903053 163 1668321 74 146 True
106621980898164903_3 0.13551151580074985 88 7133005 73 52 False
106622025814079805_0 0.5640064274236744 156 1604348 338 15 True
106622025814079805_1 0.5929298339582217 89 2858445 32 160 True
106622025814079805_2 0.09266202463845742 103 8409312 18 22 False
106622025814079805_3 0.419925013390466 122 5505176 309 271 True
106631883589414962_0 0.7772384034519957 39 5699521 192 232 False
106631883589414962_1 0.8576051779935275 13 3341851 89 56 False
106631883589414962_2 0.906688241639698 67 2283233 263 294 False
106631883589414962_3 0.4029126213592233 96 3644620 75 13 True
106631943236121740_0 0.4125874125874126 100 1345556 16 108 True
106631943236121740_1 0.8902635825712749 40 5184393 189 162 False
106631943236121740_2 0.1834319526627219 115 9814312 200 164 True
106631943236121740_3 0.010758472296933835 28 3672680 205 3 False
106631979981148355_0 0.595607927155865 40 168632 146 153 True
106631979981148355_1 0.584895554365292 21 7954283 247 89 False
106631979981148355_2 0.31226566684520624 23 9882931 219 326 False
106631979981148355_3 0.4965184788430637 175 3866136 253 20 True
106631982448727457_0 0.9625066952329941 128 8627383 233 103 True
106631982448727457_1 0.3567220139260846 61 935338 213 47 False
106631982448727457_2 0.7616497054097483 180 4178010 193 9 True
106631982448727457_3 0.9716122121049813 139 9378521 342 170 True
106632034456909102_0 0.030139935414424113 145 6170719 71 295 True
106632034456909102_1 0.4806243272335845 161 6629630 3 196 True
106632034456909102_2 0.6108719052744886 167 2309726 99 71 True
106632034456909102_3 0.8159311087190527 29 6670691 35 357 False
106632109270715605_0 0.8216389930369576 17 3655618 198 351 False
106632109270715605_1 0.0867702196036422 102 1328725 326 75 False
106632109270715605_2 0.5811462238885913 100 9859760 107 139 False
106632109270715605_3 0.14086770219603642 110 6902873 340 2 False
106641854985700187_0 0.48705501618122976 118 6828269 311 238 True
106641854985700187_1 0.6434735706580367 147 786759 243 230 True
106641854985700187_2 0.5355987055016181 7 7030475 216 257 False
106641854985700187_3 0.020496224379719527 71 461341 160 28 False
106641968962101956_0 0.6630958757364757 133 9790401 81 116 False
106641968962101956_1 0.17996786288162828 26 2285986 205 32 False
106641968962101956_2 0.8066416711301553 76 8570658 38 66 True
106641968962101956_3 0.9951794322442421 179 6050132 295 268 False
106651901053379411_0 0.832438238453276 190 2217233 341 13 False
106651901053379411_1 0.19280343716433943 178 6835589 64 320 True
106651901053379411_2 0.2121374865735768 177 6041110 40 332 True
106651901053379411_3 0.8421052631578947 147 1147448 328 6 True
106651980699966788_0 0.825923942153187 172 7074262 240 102 True
106651980699966788_1 0.9448312801285484 24 8115497 301 23 False
106651980699966788_2 0.3299410819496518 92 9653870 217 204 True
106651980699966788_3 0.807177289769684 30 6574204 309 148 False
106651981487704364_0 0.9185859667916444 125 6417671 320 91 True
106651981487704364_1 0.12640599892876273 132 2891299 251 74 True
106651981487704364_2 0.7311194429566149 114 9493862 43 323 False
106651981487704364_3 0.39314408141403323 133 901375 59 90 True
106652022533739579_0 0.9619710765934655 108 4606989 149 315 False
106652022533739579_1 0.05409748259239421 13 9252093 172 274 False
106652022533739579_2 0.6743438671665773 170 81152 284 277 True
106652022533739579_3 0.7632565613283342 109 7114365 229 302 True
106652048054185435_0 0.6405158516926384 136 4486166 150 224 True
106652048054185435_1 0.8592154755507792 109 5716455 344 218 True
106652048054185435_2 0.662547017732402 95 2326773 95 2 False
106652048054185435_3 0.4535196131112305 137 3058148 66 318 True
106652048391288639_0 0.27512090274046214 149 5371400 6 54 False
106652048391288639_1 0.8629768941429339 157 351573 353 302 True
106652048391288639_2 0.6851155292853305 19 9421072 299 123 False
106652048391288639_3 0.7727028479312198 197 7227672 144 154 True
106661927757253654_0 0.374328678839957 90 5212441 168 132 True
106661927757253654_1 0.26852846401718583 180 1149235 247 365 True
106661927757253654_2 0.15843179377013963 31 2255918 323 21 False
106661927757253654_3 0.09022556390977443 60 3725266 89 138 False
106661946882561903_0 0.0914470145239376 136 1834796 6 175 False
106661946882561903_1 0.31629908552985475 40 4674974 76 190 False
106661946882561903_2 0.5223238300161377 178 6709257 203 314 True
106661946882561903_3 0.07746100053792361 149 8596736 215 88 True
106661967478722476_0 0.5607927155865025 151 5684827 11 347 False
106661967478722476_1 0.46438136047134443 77 8368531 165 241 True
106661967478722476_2 0.20299946438136046 170 9476042 238 270 True
106661967478722476_3 0.24799143010176755 2 2333399 62 306 False
106662050249164965_0 0.8683503492745835 92 2623219 92 123 False
106662050249164965_1 0.5002686727565825 140 7875353 343 314 True
106662050249164965_2 0.42181622783449757 148 2342391 3 194 False
106662050249164965_3 0.9967759269210102 179 703640 207 194 False
106662111113797962_0 0.2683449384038565 131 9428353 251 316 True
106662111113797962_1 0.5870380289234065 139 797624 44 168 True
106662111113797962_2 0.9667916443492234 80 47186 131 233 True
106662111113797962_3 0.12694161756829137 32 3753442 79 229 False
106671980984144428_0 0.8982324584895555 14 4090409 324 162 False
106671980984144428_1 0.36689876807712907 164 2429299 267 346 True
106671980984144428_2 0.23192287091590788 192 5978977 6 321 False
106671980984144428_3 0.6834493840385646 93 1424352 111 172 True
106672003369647136_0 0.8403856454204607 93 7415631 55 212 False
106672003369647136_1 0.4579539367970005 171 2904640 325 130 True
106672003369647136_2 0.0819496518478843 6 2144466 122 188 False
106672003369647136_3 0.7803963577932512 138 3038338 109 202 True
106672092422778286_0 0.19449326303456357 146 2783113 224 187 False
106672092422778286_1 0.9004100761570006 200 8417169 310 319 False
106672092422778286_2 0.4645577035735208 48 5070807 144 153 False
106672092422778286_3 0.8324545987111892 143 3803704 81 177 False
106672125076451204_0 0.01339046598821639 121 4003345 176 164 False
106672125076451204_1 0.9791108730583824 9 9725096 202 92 False
106672125076451204_2 0.45206213176218535 33 1894390 338 229 False
106672125076451204_3 0.8677021960364221 131 6309815 104 277 True
106681890791537663_0 0.5239376008606778 108 9722392 154 347 True
106681890791537663_1 0.17966648735879506 131 7688303 301 108 False
106681890791537663_2 0.3534158149542765 128 6997480 222 266 True
106681890791537663_3 0.8434642280796127 94 7048935 295 325 False
106681973780809646_0 0.6555972147830744 163 9862735 267 236 True
106681973780809646_1 0.8302088912694162 183 6627929 289 239 True
106681973780809646_2 0.5929298339582217 38 1052862 43 27 True
106681973780809646_3 0.9908944831280129 58 4849430 272 309 False
106681985444793955_0 0.09694697375468667 111 118144 312 209 False
106681985444793955_1 0.1628280664167113 62 7180127 342 177 False
106681985444793955_2 0.5463310123192288 106 5100894 75 129 True
106681985444793955_3 0.09801821103374397 140 7318747 219 116 True
106682042234145774_0 0.7481162540365985 15 4399161 292 91 False
106682042234145774_1 0.47793326157158234 180 7473371 33 226 True
106682042234145774_2 0.534983853606028 150 1737450 317 8 True
106682042234145774_3 0.46770721205597415 180 2767246 20 289 True
106682042944548080_0 0.2357373519913886 50 2151461 277 177 False
106682042944548080_1 0.4639397201291712 66 712808 357 327 False
106682042944548080_2 0.5021528525296017 63 8542121 147 31 False
106682042944548080_3 0.21528525296017223 122 2889048 238 9 False
106682107618177002_0 0.1854419410745234 40 9688465 7 205 False
106682107618177002_1 0.30155979202772965 76 6489415 191 224 False
106682107618177002_2 0.3316002310803004 22 9950515 63 89 False
106682107618177002_3 0.02079722703639515 101 6805393 194 326 False
106691834777998913_0 1.0 197 79822 183 44 False
106691834777998913_1 0.35591397849462364 176 3982756 233 360 True
106691834777998913_2 0.04086021505376344 66 9006178 89 22 False
106691834777998913_3 0.3779569892473118 34 3727526 50 309 False
106691937898031066_0 0.4607948442534909 153 4110793 71 169 True
106691937898031066_1 0.7728249194414608 10 6636938 282 42 False
106691937898031066_2 0.5639097744360902 92 5451384 178 359 False
106691937898031066_3 0.439312567132116 122 9111963 109 205 True
106691945718489170_0 0.29209252286175363 167 4353126 129 191 True
106691945718489170_1 0.5922538999462076 6 284789 199 21 False
106691945718489170_2 0.0720817643894567 79 7072628 58 283 False
106691945718489170_3 0.18558364712210865 165 8741840 198 270 True
106691947760601132_0 0.16083916083916083 75 7897438 325 90 False
106691947760601132_1 0.9521247982786444 94 970733 96 163 False
106691947760601132_2 0.40882194728348575 69 1280860 74 39 False
106691947760601132_3 0.023668639053254437 191 2105592 291 286 False
106691956081016673_0 0.5642818719741797 178 7520434 316 155 True
106691956081016673_1 0.7509413663259817 190 1192120 93 70 True
106691956081016673_2 0.26358257127487894 1 298801 146 153 False
106691956081016673_3 0.4029047875201721 163 1205717 146 97 True
106691991305766457_0 0.9309051955008034 36 4225979 339 328 False
106691991305766457_1 0.712372790573112 182 838727 120 130 True
106691991305766457_2 0.8607391537225495 90 5518545 327 167 False
106691991305766457_3 0.662560257096947 153 7956222 57 287 True
106692034977241826_0 0.43218514531754576 7 6111769 121 172 False
106692034977241826_1 0.2604951560818084 159 167152 151 36 True
106692034977241826_2 0.6770721205597416 119 1301067 280 34 False
106692034977241826_3 0.7303552206673842 69 478231 85 350 False
106692043476296433_0 0.7766415500538213 195 8104246 264 27 True
106692043476296433_1 0.4101184068891281 158 6923348 40 336 True
106692043476296433_2 0.7981700753498385 131 2128152 243 300 True
106692043476296433_3 0.29278794402583425 141 3164762 143 267 True
