id t_peak peak_flux_ref T0 sigma_rise t_decay flares_present
106541976080560331_11 0.49973219068023567 34 21000 20 123 False
106541983684656960_8 0.49973219068023567 102 21000 20 139 True
106541983684656960_9 0.49973219068023567 23 21000 20 192 False
106541983684656960_10 0.49973219068023567 47 21000 20 41 False
106541983684656960_11 0.49973219068023567 25 21000 20 80 False
106541990275217190_8 0.49973219068023567 101 21000 20 172 True
106541990275217190_9 0.49973219068023567 73 21000 20 69 False
106541990275217190_10 0.49973219068023567 88 21000 20 273 True
106541990275217190_11 0.49973219068023567 41 21000 20 28 False
106551830199836002_8 0.5 31 21000 20 30 False
106551830199836002_9 0.5 174 21000 20 279 True
106551830199836002_10 0.5 148 21000 20 272 True
106551830199836002_11 0.5 130 21000 20 3 False
106551843419522659_8 0.5 152 21000 20 294 True
106551843419522659_9 0.5 114 21000 20 293 True
106551843419522659_10 0.5 74 21000 20 109 False
106551843419522659_11 0.5 66 21000 20 159 False
106551875618898285_8 0.5 42 21000 20 52 False
106551875618898285_9 0.5 57 21000 20 121 False
106551875618898285_10 0.5 195 21000 20 14 True
106551875618898285_11 0.5 121 21000 20 11 False
106551950697598131_8 0.49972958355868036 134 21000 20 210 False
106551950697598131_9 0.49972958355868036 159 21000 20 56 False
106551950697598131_10 0.49972958355868036 0 21000 20 125 False
106551950697598131_11 0.49972958355868036 101 21000 20 2 False
106551978258235468_8 0.49973219068023567 33 21000 20 212 False
106551978258235468_9 0.49973219068023567 122 21000 20 144 True
106551978258235468_10 0.49973219068023567 47 21000 20 80 False
106551978258235468_11 0.49973219068023567 101 21000 20 324 True
106551980937642999_8 0.49973219068023567 56 21000 20 301 False
106551980937642999_9 0.49973219068023567 26 21000 20 44 False
106551980937642999_10 0.49973219068023567 106 21000 20 291 False
106551980937642999_11 0.49973219068023567 144 21000 20 197 False
106551981552086773_8 0.49973219068023567 165 21000 20 16 False
106551981552086773_9 0.49973219068023567 107 21000 20 145 True
106551981552086773_10 0.49973219068023567 80 21000 20 330 False
106551981552086773_11 0.49973219068023567 189 21000 20 363 True
106551985265944243_8 0.49973219068023567 196 21000 20 339 True
106551985265944243_9 0.49973219068023567 100 21000 20 154 False
106551985265944243_10 0.49973219068023567 53 21000 20 351 False
106551985265944243_11 0.49973219068023567 176 21000 20 156 False
106551998664415019_8 0.49973219068023567 28 21000 20 78 False
106551998664415019_9 0.49973219068023567 194 21000 20 69 False
106551998664415019_10 0.49973219068023567 161 21000 20 281 True
106551998664415019_11 0.49973219068023567 100 21000 20 276 False
106552013792490575_8 0.49973219068023567 34 21000 20 144 False
106552013792490575_9 0.49973219068023567 173 21000 20 341 True
106552013792490575_10 0.49973219068023567 122 21000 20 280 True
106552013792490575_11 0.49973219068023567 81 21000 20 273 False
106552087345139668_8 0.5 172 21000 20 68 False
106552087345139668_9 0.5 175 21000 20 347 False
106552087345139668_10 0.5 55 21000 20 24 False
106552087345139668_11 0.5 157 21000 20 45 False
106552108426651343_8 0.49973219068023567 172 21000 20 356 True
106552108426651343_9 0.49973219068023567 21 21000 20 228 False
106552108426651343_10 0.49973219068023567 64 21000 20 333 False
106552108426651343_11 0.49973219068023567 198 21000 20 286 True
106552114731085052_8 0.49973219068023567 153 21000 20 114 False
106552114731085052_9 0.49973219068023567 78 21000 20 151 False
106552114731085052_10 0.49973219068023567 123 21000 20 32 False
106552114731085052_11 0.49973219068023567 134 21000 20 274 False
106561843881648919_8 0.5 78 21000 20 131 False
106561843881648919_9 0.5 90 21000 20 86 False
106561843881648919_10 0.5 53 21000 20 209 False
106561843881648919_11 0.5 157 21000 20 10 False
106561844403821392_8 0.5 183 21000 20 157 True
106561844403821392_9 0.5 49 21000 20 303 False
106561844403821392_10 0.5 26 21000 20 242 False
106561844403821392_11 0.5 108 21000 20 163 False
106561849443050500_8 0.5 151 21000 20 247 True
106561849443050500_9 0.5 91 21000 20 7 False
106561849443050500_10 0.5 74 21000 20 144 True
106561849443050500_11 0.5 57 21000 20 190 False
106561943081430006_8 0.49973103819257664 147 21000 20 52 False
106561943081430006_9 0.49973103819257664 151 21000 20 325 True
106561943081430006_10 0.49973103819257664 162 21000 20 358 True
106561943081430006_11 0.49973103819257664 187 21000 20 257 True
106561975551448181_8 0.5 195 21000 20 236 False
106561975551448181_9 0.5 16 21000 20 4 False
106561975551448181_10 0.5 111 21000 20 169 False
106561975551448181_11 0.5 90 21000 20 58 False
106562002122939099_8 0.49973219068023567 185 21000 20 292 True
106562002122939099_9 0.49973219068023567 122 21000 20 166 True
106562002122939099_10 0.49973219068023567 60 21000 20 4 False
106562002122939099_11 0.49973219068023567 107 21000 20 242 True
106562096209298615_8 0.5 147 21000 20 224 False
106562096209298615_9 0.5 10 21000 20 3 False
106562096209298615_10 0.5 192 21000 20 338 True
106562096209298615_11 0.5 64 21000 20 192 False
106571929560236049_8 0.5 136 21000 20 126 True
106571929560236049_9 0.5 80 21000 20 113 False
106571929560236049_10 0.5 133 21000 20 182 True
106571929560236049_11 0.5 185 21000 20 365 True
106571949607631030_8 0.49973103819257664 170 21000 20 323 True
106571949607631030_9 0.49973103819257664 59 21000 20 10 False
106571949607631030_10 0.49973103819257664 86 21000 20 108 False
106571949607631030_11 0.49973103819257664 10 21000 20 255 False
106572000339323836_8 0.49973219068023567 191 21000 20 152 True
106572000339323836_9 0.49973219068023567 135 21000 20 228 False
106572000339323836_10 0.49973219068023567 1 21000 20 324 False
106572000339323836_11 0.49973219068023567 11 21000 20 289 False
106572007598626547_8 0.49973219068023567 10 21000 20 198 False
106572007598626547_9 0.49973219068023567 63 21000 20 250 False
106572007598626547_10 0.49973219068023567 61 21000 20 212 False
106572007598626547_11 0.49973219068023567 107 21000 20 345 False
106572105583081841_8 0.49973219068023567 136 21000 20 288 True
106572105583081841_9 0.49973219068023567 83 21000 20 213 False
106572105583081841_10 0.49973219068023567 143 21000 20 247 True
106572105583081841_11 0.49973219068023567 51 21000 20 47 False
106581891043078402_8 0.49973103819257664 197 21000 20 298 False
106581891043078402_9 0.49973103819257664 21 21000 20 247 False
106581891043078402_10 0.49973103819257664 196 21000 20 234 False
106581891043078402_11 0.49973103819257664 46 21000 20 294 False
106581958852213791_8 0.49973219068023567 191 21000 20 293 True
106581958852213791_9 0.49973219068023567 143 21000 20 23 False
106581958852213791_10 0.49973219068023567 25 21000 20 149 False
106581958852213791_11 0.49973219068023567 128 21000 20 280 False
106581967735438156_8 0.49973219068023567 51 21000 20 57 False
106581967735438156_9 0.49973219068023567 125 21000 20 281 False
106581967735438156_10 0.49973219068023567 166 21000 20 13 False
106581967735438156_11 0.49973219068023567 119 21000 20 202 False
106581979922327294_8 0.49973219068023567 196 21000 20 220 True
106581979922327294_9 0.49973219068023567 134 21000 20 327 True
106581979922327294_10 0.49973219068023567 44 21000 20 3 False
106581979922327294_11 0.49973219068023567 146 21000 20 144 True
106591991853463732_8 0.49973219068023567 37 21000 20 317 False
106591991853463732_9 0.49973219068023567 122 21000 20 141 True
106591991853463732_10 0.49973219068023567 93 21000 20 223 True
106591991853463732_11 0.49973219068023567 98 21000 20 296 True
106592041601049940_8 0.5 36 21000 20 2 False
106592041601049940_9 0.5 19 21000 20 297 False
106592041601049940_10 0.5 130 21000 20 70 False
106592041601049940_11 0.5 142 21000 20 248 False
106592104186818743_8 0.49973219068023567 17 21000 20 345 False
106592104186818743_9 0.49973219068023567 68 21000 20 336 False
106592104186818743_10 0.49973219068023567 70 21000 20 275 False
106592104186818743_11 0.49973219068023567 102 21000 20 343 False
106601872136931437_8 0.5 96 21000 20 147 False
106601872136931437_9 0.5 152 21000 20 305 True
106601872136931437_10 0.5 137 21000 20 168 False
106601872136931437_11 0.5 83 21000 20 220 False
106601875317048774_8 0.5 4 21000 20 187 False
106601875317048774_9 0.5 183 21000 20 323 True
106601875317048774_10 0.5 42 21000 20 365 False
106601875317048774_11 0.5 179 21000 20 22 True
106601881957447304_8 0.5 87 21000 20 320 False
106601881957447304_9 0.5 169 21000 20 91 True
106601881957447304_10 0.5 180 21000 20 51 True
106601881957447304_11 0.5 14 21000 20 154 False
106601973959383868_8 0.49973219068023567 150 21000 20 27 True
106601973959383868_9 0.49973219068023567 130 21000 20 26 False
106601973959383868_10 0.49973219068023567 82 21000 20 165 False
106601973959383868_11 0.49973219068023567 131 21000 20 68 False
106601987537731135_8 0.49973219068023567 194 21000 20 153 True
106601987537731135_9 0.49973219068023567 136 21000 20 139 True
106601987537731135_10 0.49973219068023567 2 21000 20 251 False
106601987537731135_11 0.49973219068023567 104 21000 20 97 False
106602105467075917_8 0.49973219068023567 32 21000 20 72 False
106602105467075917_9 0.49973219068023567 149 21000 20 141 False
106602105467075917_10 0.49973219068023567 60 21000 20 333 False
106602105467075917_11 0.49973219068023567 122 21000 20 133 False
106611944189972108_8 0.49973103819257664 29 21000 20 84 False
106611944189972108_9 0.49973103819257664 85 21000 20 95 False
106611944189972108_10 0.49973103819257664 160 21000 20 96 True
106611944189972108_11 0.49973103819257664 142 21000 20 347 True
106611973098044527_8 0.49973219068023567 178 21000 20 350 True
106611973098044527_9 0.49973219068023567 137 21000 20 39 False
106611973098044527_10 0.49973219068023567 155 21000 20 161 True
106611973098044527_11 0.49973219068023567 123 21000 20 242 False
106611981356609417_8 0.49973219068023567 101 21000 20 202 False
106611981356609417_9 0.49973219068023567 125 21000 20 77 False
106611981356609417_10 0.49973219068023567 18 21000 20 68 False
106611981356609417_11 0.49973219068023567 172 21000 20 158 False
106612098124744351_8 0.5 196 21000 20 307 True
106612098124744351_9 0.5 37 21000 20 2 False
106612098124744351_10 0.5 136 21000 20 97 True
106612098124744351_11 0.5 181 21000 20 147 True
106621871746257931_8 0.5 116 21000 20 327 True
106621871746257931_9 0.5 121 21000 20 260 True
106621871746257931_10 0.5 146 21000 20 314 True
106621871746257931_11 0.5 165 21000 20 258 True
106621980096135820_8 0.49973219068023567 173 21000 20 151 True
106621980096135820_9 0.49973219068023567 20 21000 20 241 False
106621980096135820_10 0.49973219068023567 153 21000 20 314 True
106621980096135820_11 0.49973219068023567 104 21000 20 83 False
106621980898164903_8 0.49973219068023567 200 21000 20 338 True
106621980898164903_9 0.49973219068023567 142 21000 20 330 True
106621980898164903_10 0.49973219068023567 30 21000 20 246 False
106621980898164903_11 0.49973219068023567 173 21000 20 336 True
106622025814079805_8 0.49973219068023567 100 21000 20 357 False
106622025814079805_9 0.49973219068023567 180 21000 20 86 False
106622025814079805_10 0.49973219068023567 12 21000 20 347 False
106622025814079805_11 0.49973219068023567 164 21000 20 25 False
106631883589414962_8 0.5 163 21000 20 56 False
106631883589414962_9 0.5 116 21000 20 363 False
106631883589414962_10 0.5 56 21000 20 165 False
106631883589414962_11 0.5 104 21000 20 39 False
106631943236121740_8 0.49973103819257664 90 21000 20 346 True
106631943236121740_9 0.49973103819257664 73 21000 20 219 False
106631943236121740_10 0.49973103819257664 18 21000 20 170 False
106631943236121740_11 0.49973103819257664 62 21000 20 109 False
106631979981148355_8 0.49973219068023567 197 21000 20 235 False
106631979981148355_9 0.49973219068023567 5 21000 20 281 False
106631979981148355_10 0.49973219068023567 166 21000 20 365 False
106631979981148355_11 0.49973219068023567 158 21000 20 235 False
106631982448727457_8 0.49973219068023567 98 21000 20 316 False
106631982448727457_9 0.49973219068023567 49 21000 20 176 False
106631982448727457_10 0.49973219068023567 1 21000 20 235 False
106631982448727457_11 0.49973219068023567 178 21000 20 140 True
106632034456909102_8 0.5 18 21000 20 121 False
106632034456909102_9 0.5 91 21000 20 150 True
106632034456909102_10 0.5 164 21000 20 307 True
106632034456909102_11 0.5 160 21000 20 347 True
106632109270715605_8 0.49973219068023567 28 21000 20 268 False
106632109270715605_9 0.49973219068023567 53 21000 20 117 False
106632109270715605_10 0.49973219068023567 22 21000 20 58 False
106632109270715605_11 0.49973219068023567 42 21000 20 203 False
106641854985700187_8 0.5 8 21000 20 72 False
106641854985700187_9 0.5 99 21000 20 52 True
106641854985700187_10 0.5 104 21000 20 189 True
106641854985700187_11 0.5 168 21000 20 35 True
106641968962101956_8 0.49973219068023567 87 21000 20 310 True
106641968962101956_9 0.49973219068023567 12 21000 20 105 False
106641968962101956_10 0.49973219068023567 85 21000 20 124 False
106641968962101956_11 0.49973219068023567 164 21000 20 215 True
106651901053379411_8 0.5 120 21000 20 137 True
106651901053379411_9 0.5 168 21000 20 65 True
106651901053379411_10 0.5 31 21000 20 208 False
106651901053379411_11 0.5 106 21000 20 215 True
106651980699966788_8 0.49973219068023567 81 21000 20 90 True
106651980699966788_9 0.49973219068023567 132 21000 20 56 True
106651980699966788_10 0.49973219068023567 163 21000 20 191 True
106651980699966788_11 0.49973219068023567 151 21000 20 93 True
106651981487704364_8 0.49973219068023567 34 21000 20 169 False
106651981487704364_9 0.49973219068023567 110 21000 20 233 False
106651981487704364_10 0.49973219068023567 39 21000 20 128 False
106651981487704364_11 0.49973219068023567 193 21000 20 80 False
106652022533739579_8 0.49973219068023567 44 21000 20 8 False
106652022533739579_9 0.49973219068023567 31 21000 20 3 False
106652022533739579_10 0.49973219068023567 141 21000 20 323 True
106652022533739579_11 0.49973219068023567 186 21000 20 284 True
106652048054185435_8 0.4997313272434175 131 21000 20 255 True
106652048054185435_9 0.4997313272434175 169 21000 20 353 True
106652048054185435_10 0.4997313272434175 102 21000 20 89 False
106652048054185435_11 0.4997313272434175 164 21000 20 276 True
106652048391288639_8 0.4997313272434175 157 21000 20 14 False
106652048391288639_9 0.4997313272434175 172 21000 20 13 False
106652048391288639_10 0.4997313272434175 134 21000 20 35 False
106652048391288639_11 0.4997313272434175 40 21000 20 165 False
106661927757253654_8 0.5 200 21000 20 13 False
106661927757253654_9 0.5 57 21000 20 277 False
106661927757253654_10 0.5 124 21000 20 58 True
106661927757253654_11 0.5 59 21000 20 146 False
106661946882561903_8 0.49973103819257664 79 21000 20 165 False
106661946882561903_9 0.49973103819257664 20 21000 20 324 False
106661946882561903_10 0.49973103819257664 43 21000 20 271 False
106661946882561903_11 0.49973103819257664 7 21000 20 66 False
106661967478722476_8 0.49973219068023567 34 21000 20 237 False
106661967478722476_9 0.49973219068023567 73 21000 20 303 False
106661967478722476_10 0.49973219068023567 198 21000 20 344 True
106661967478722476_11 0.49973219068023567 36 21000 20 271 False
106662050249164965_8 0.4997313272434175 160 21000 20 4 False
106662050249164965_9 0.4997313272434175 91 21000 20 321 True
106662050249164965_10 0.4997313272434175 72 21000 20 189 True
106662050249164965_11 0.4997313272434175 109 21000 20 319 True
106662111113797962_8 0.49973219068023567 189 21000 20 263 True
106662111113797962_9 0.49973219068023567 109 21000 20 229 False
106662111113797962_10 0.49973219068023567 170 21000 20 322 True
106662111113797962_11 0.49973219068023567 113 21000 20 93 False
106671980984144428_8 0.49973219068023567 59 21000 20 348 False
106671980984144428_9 0.49973219068023567 120 21000 20 335 False
106671980984144428_10 0.49973219068023567 29 21000 20 268 False
106671980984144428_11 0.49973219068023567 25 21000 20 282 False
106672003369647136_8 0.49973219068023567 124 21000 20 76 True
106672003369647136_9 0.49973219068023567 97 21000 20 75 False
106672003369647136_10 0.49973219068023567 140 21000 20 135 True
106672003369647136_11 0.49973219068023567 94 21000 20 48 False
106672092422778286_8 0.4997070884592853 95 21000 20 89 False
106672092422778286_9 0.4997070884592853 130 21000 20 4 False
106672092422778286_10 0.4997070884592853 193 21000 20 238 False
106672092422778286_11 0.4997070884592853 69 21000 20 343 False
106672125076451204_8 0.49973219068023567 139 21000 20 9 False
106672125076451204_9 0.49973219068023567 179 21000 20 357 True
106672125076451204_10 0.49973219068023567 38 21000 20 309 False
106672125076451204_11 0.49973219068023567 176 21000 20 186 True
106681890791537663_8 0.49973103819257664 87 21000 20 236 False
106681890791537663_9 0.49973103819257664 184 21000 20 286 True
106681890791537663_10 0.49973103819257664 63 21000 20 143 False
106681890791537663_11 0.49973103819257664 50 21000 20 178 False
106681973780809646_8 0.49973219068023567 33 21000 20 253 False
106681973780809646_9 0.49973219068023567 73 21000 20 54 False
106681973780809646_10 0.49973219068023567 87 21000 20 119 False
106681973780809646_11 0.49973219068023567 104 21000 20 324 True
106681985444793955_8 0.49973219068023567 142 21000 20 54 False
106681985444793955_9 0.49973219068023567 115 21000 20 45 False
106681985444793955_10 0.49973219068023567 116 21000 20 322 True
106681985444793955_11 0.49973219068023567 63 21000 20 168 False
106682042234145774_8 0.5 14 21000 20 36 False
106682042234145774_9 0.5 6 21000 20 334 False
106682042234145774_10 0.5 2 21000 20 57 False
106682042234145774_11 0.5 186 21000 20 61 False
106682042944548080_8 0.5 173 21000 20 94 False
106682042944548080_9 0.5 121 21000 20 6 False
106682042944548080_10 0.5 122 21000 20 103 False
106682042944548080_11 0.5 136 21000 20 260 False
106682107618177002_8 0.49971114962449453 19 21000 20 296 False
106682107618177002_9 0.49971114962449453 186 21000 20 236 True
106682107618177002_10 0.49971114962449453 87 21000 20 131 False
106682107618177002_11 0.49971114962449453 51 21000 20 155 False
106691834777998913_8 0.5 113 21000 20 185 False
106691834777998913_9 0.5 185 21000 20 66 True
106691834777998913_10 0.5 145 21000 20 73 True
106691834777998913_11 0.5 162 21000 20 20 False
106691937898031066_8 0.5 30 21000 20 281 False
106691937898031066_9 0.5 128 21000 20 109 False
106691937898031066_10 0.5 157 21000 20 270 True
106691937898031066_11 0.5 52 21000 20 40 False
106691945718489170_8 0.49973103819257664 87 21000 20 144 False
106691945718489170_9 0.49973103819257664 124 21000 20 137 False
106691945718489170_10 0.49973103819257664 168 21000 20 91 True
106691945718489170_11 0.49973103819257664 135 21000 20 199 False
106691947760601132_8 0.49973103819257664 49 21000 20 231 False
106691947760601132_9 0.49973103819257664 136 21000 20 114 False
106691947760601132_10 0.49973103819257664 88 21000 20 302 False
106691947760601132_11 0.49973103819257664 196 21000 20 190 True
106691956081016673_8 0.49973103819257664 152 21000 20 185 True
106691956081016673_9 0.49973103819257664 82 21000 20 219 True
106691956081016673_10 0.49973103819257664 14 21000 20 180 True
106691956081016673_11 0.49973103819257664 168 21000 20 197 True
106691991305766457_8 0.49973219068023567 49 21000 20 15 False
106691991305766457_9 0.49973219068023567 26 21000 20 134 False
106691991305766457_10 0.49973219068023567 146 21000 20 79 False
106691991305766457_11 0.49973219068023567 90 21000 20 283 False
106692034977241826_8 0.5 16 21000 20 245 False
106692034977241826_9 0.5 121 21000 20 233 True
106692034977241826_10 0.5 180 21000 20 161 True
106692034977241826_11 0.5 3 21000 20 194 False
106692043476296433_8 0.5 128 21000 20 132 False
106692043476296433_9 0.5 59 21000 20 319 False
106692043476296433_10 0.5 132 21000 20 244 True
106692043476296433_11 0.5 130 21000 20 122 False
106692086125525999_8 0.5 182 21000 20 177 False
106692086125525999_9 0.5 125 21000 20 195 False
106692086125525999_10 0.5 172 21000 20 100 False
106692086125525999_11 0.5 69 21000 20 109 False
106701887046968464_8 0.49973103819257664 118 21000 20 279 True
106701887046968464_9 0.49973103819257664 68 21000 20 262 True
106701887046968464_10 0.49973103819257664 46 21000 20 26 False
106701887046968464_11 0.49973103819257664 55 21000 20 309 False
106701935840439708_8 0.5 165 21000 20 96 True
106701935840439708_9 0.5 73 21000 20 52 False
106701935840439708_10 0.5 142 21000 20 28 False
106701935840439708_11 0.5 133 21000 20 355 True
106701936643070578_8 0.5 20 21000 20 124 False
106701936643070578_9 0.5 23 21000 20 53 False
106701936643070578_10 0.5 125 21000 20 353 True
106701936643070578_11 0.5 125 21000 20 64 False
106701961468646531_8 0.49973219068023567 61 21000 20 296 True
106701961468646531_9 0.49973219068023567 144 21000 20 152 True
106701961468646531_10 0.49973219068023567 8 21000 20 42 False
106701961468646531_11 0.49973219068023567 102 21000 20 176 True
106701989050116786_8 0.49973219068023567 162 21000 20 172 True
106701989050116786_9 0.49973219068023567 167 21000 20 169 True
106701989050116786_10 0.49973219068023567 179 21000 20 241 True
106701989050116786_11 0.49973219068023567 24 21000 20 38 False
106701990629565882_8 0.49973219068023567 162 21000 20 176 True
106701990629565882_9 0.49973219068023567 176 21000 20 127 True
106701990629565882_10 0.49973219068023567 70 21000 20 149 False
106701990629565882_11 0.49973219068023567 99 21000 20 182 True
106702025800626726_8 0.49973219068023567 87 21000 20 211 False
106702025800626726_9 0.49973219068023567 55 21000 20 270 False
106702025800626726_10 0.49973219068023567 152 21000 20 310 True
106702025800626726_11 0.49973219068023567 115 21000 20 28 False
106702035633373812_8 0.5 111 21000 20 312 True
106702035633373812_9 0.5 69 21000 20 33 False
106702035633373812_10 0.5 34 21000 20 216 False
106702035633373812_11 0.5 193 21000 20 133 True
106702085760229598_8 0.5 39 21000 20 19 False
106702085760229598_9 0.5 131 21000 20 34 False
