
id t_peak peak_flux_ref T0 sigma_rise t_decay flares_present
103661510464503659_3 0.04294149221685454 78 2040868 303 246 False
103661510464503659_4 0.6162104133118625 79 2491237 230 211 False
103760400612368385_0 0.05182760501909438 52 1116713 254 254 False
103760400612368385_1 0.8379705400981997 31 5281225 234 318 False
103760400612368385_2 0.11183851609383524 30 3591183 148 154 False
103760400612368385_3 0.1412984178941626 3 1142895 289 351 False
103760400612368385_4 0.8772504091653028 6 7003659 310 154 False
103812355434135768_0 0.20171214553237024 4 8063185 294 39 False
103812355434135768_1 0.729266987693954 30 6689350 166 188 False
103812355434135768_2 0.7854467629748528 46 3125725 291 33 False
103812355434135768_3 0.23595505617977527 76 6935162 196 6 True
103812355434135768_4 0.16211878009630817 1 4495919 343 323 False
103863337238269287_0 0.8253883235136583 66 169013 194 180 True
103863337238269287_1 0.8510980182110337 95 9988187 139 234 True
103863337238269287_2 0.08891269416175683 56 5176356 136 254 False
103863337238269287_3 0.3395822174611676 72 62441 90 120 True
103863337238269287_4 0.10605249062667381 78 9540708 54 294 True
104051300740680368_0 0.7753895754970446 100 3831997 148 201 True
104051300740680368_1 0.9699086512627619 70 3060097 97 177 True
104051300740680368_2 0.8844707146695325 58 5980995 88 32 True
104051300740680368_3 0.4873723804406233 89 313863 353 20 True
104051300740680368_4 0.10585706609349813 38 6137067 302 304 False
104370394541155393_0 0.8352427714129842 35 9826917 155 243 False
104370394541155393_1 0.45171849427168576 69 9244546 91 65 True
104370394541155393_2 0.15602836879432624 4 9787498 6 216 False
104370394541155393_3 0.9176213857064921 7 4941077 3 146 False
104370394541155393_4 0.16639388979814512 78 3682448 63 10 False
104393291060467515_0 0.9914301017675415 34 7868944 315 326 False
104393291060467515_1 0.8784145688269952 99 7608491 268 194 True
104393291060467515_2 0.4756293519014462 99 8366875 317 350 True
104393291060467515_3 0.44724156400642745 9 2298684 194 243 False
104393291060467515_4 0.29619710765934654 42 4581185 118 320 False
104520291513994654_0 0.8282608695652174 89 1314380 155 67 True
104520291513994654_1 0.4375 27 4555590 28 287 True
104520291513994654_2 0.13804347826086957 20 8323027 245 309 False
104520291513994654_3 0.17880434782608695 27 6996188 226 350 False
104520291513994654_4 0.8135869565217392 71 1612022 317 312 True
104543028143536456_0 0.9776623376623377 70 2264004 26 216 True
104543028143536456_1 0.8758441558441559 60 3303026 158 36 True
104543028143536456_2 0.13454545454545455 84 3695328 5 90 False
104543028143536456_3 0.13506493506493505 53 3937462 204 49 False
104543028143536456_4 0.03428571428571429 12 3729130 317 154 False
105120412913791348_0 0.9728933411903359 72 5467827 231 133 False
105120412913791348_1 0.6122569239835003 47 5810384 233 280 True
105120412913791348_2 0.13789039481437831 89 253545 269 305 True
105120412913791348_3 0.29640542133176195 31 7587665 83 88 True
105120412913791348_4 0.8267530936947555 100 7318995 93 305 True
105210188547634267_0 0.28917609046849757 53 6977957 334 232 True
105210188547634267_1 0.15024232633279483 33 358626 188 308 False
105210188547634267_2 0.9127625201938611 85 6753760 277 212 False
105210188547634267_3 0.5691976305869683 41 2499660 9 244 False
105210188547634267_4 0.3333333333333333 91 5711984 75 234 True
105270488484580701_0 0.9897775105231509 34 9316997 192 201 False
105270488484580701_1 0.6361996392062538 17 2756369 305 260 False
105270488484580701_2 0.23872519542994589 58 8934931 92 151 True
105270488484580701_3 0.3529765484064943 99 5607381 160 360 True
105270488484580701_4 0.49609140108238126 48 9649248 236 52 True
105323498591096976_0 0.14133333333333334 55 566783 53 65 False
105323498591096976_1 0.44 80 2569147 214 267 False
105323498591096976_2 0.4592 1 3464407 182 319 False
105323498591096976_3 0.7232 22 9623013 119 348 False
105323498591096976_4 0.3792 58 3787620 246 173 False
105381102132239241_0 0.08761492698756085 9 8705977 323 273 False
105381102132239241_1 0.13142239048134127 10 9262653 325 90 False
105381102132239241_2 0.7057869118442401 88 6483705 148 337 False
105381102132239241_3 0.5370470524607897 54 1120562 248 10 False
105381102132239241_4 0.0822065981611682 98 250550 221 8 True
105423194235289192_0 0.3423280423280423 45 4686656 57 185 False
105423194235289192_1 0.8534391534391534 79 2980304 59 245 True
105423194235289192_2 0.9354497354497354 36 8272861 307 304 False
105423194235289192_3 0.0164021164021164 72 7822801 112 365 False
105423194235289192_4 0.7767195767195767 93 1977193 180 64 True
105450296774986681_0 0.09983722192078133 5 3285837 342 8 False
105450296774986681_1 0.09766684753119913 61 9151873 19 198 True
105450296774986681_2 0.8339663591969615 14 4575432 47 11 False
105450296774986681_3 0.561584373304395 40 1962699 224 253 True
105450296774986681_4 0.9484536082474226 96 4882214 148 286 False
105521130189045349_0 0.5131649650725416 45 7606186 272 113 False
105521130189045349_1 0.738312735088662 80 5905206 129 107 True
105521130189045349_2 0.5282106394411606 22 2245006 25 36 True
105521130189045349_3 0.02041912950026867 83 4942418 206 111 False
105521130189045349_4 0.5873186458893068 37 2576968 240 325 False
105693312929143454_0 0.17508813160987075 45 7726673 47 299 False
105693312929143454_1 0.6985898942420682 100 8120693 340 74 True
105693312929143454_2 0.5393654524089306 6 9752169 118 298 False
105693312929143454_3 0.8589894242068156 37 3980871 337 309 True
105693312929143454_4 0.7262044653349001 82 8832086 286 157 True
105810097949395105_0 0.6911589008363201 64 5742394 25 182 True
105810097949395105_1 0.5663082437275986 43 1382204 223 8 False
105810097949395105_2 0.5902031063321386 82 1309473 231 162 True
105810097949395105_3 0.5286738351254481 13 7898565 312 36 False
105810097949395105_4 0.45997610513739545 73 6141393 76 235 False
106070537886784422_0 0.14364303178484109 94 6479272 296 233 True
106070537886784422_1 0.8251833740831296 42 4431892 229 19 False
106070537886784422_2 0.16381418092909536 0 1792185 257 327 False
106070537886784422_3 0.8386308068459658 98 4471731 83 143 True
106070537886784422_4 0.8276283618581907 33 6643294 161 123 False
106323258524609835_0 0.2724568709101725 28 1755168 340 70 False
106323258524609835_1 0.5211183819155265 60 160239 217 92 False
106323258524609835_2 0.7709696609161214 2 4694080 235 203 False
106323258524609835_3 0.049970255800118976 33 1513216 271 342 False
106323258524609835_4 0.33491969066032123 36 4737358 259 18 False
106331885650203452_0 0.1413160733549083 85 4939969 269 343 False
106331885650203452_1 0.6963322545846817 84 5042857 38 130 False
106331885650203452_2 0.45307443365695793 44 8232816 145 17 False
106331885650203452_3 0.012405609492988134 71 6275098 36 30 True
106331885650203452_4 0.9390507011866235 90 70607 18 54 False
106333066340676896_0 0.405320813771518 100 3276715 358 39 True
106333066340676896_1 0.8774126238914971 82 8374248 302 232 True
106333066340676896_2 0.20344287949921752 24 3468182 10 330 False
106333066340676896_3 0.2749087115284298 24 7379561 287 247 False
106333066340676896_4 0.09754825247782994 92 1391698 103 183 True
106491834089887843_0 0.3861920172599784 80 6509236 348 315 False
106491834089887843_1 0.9870550161812298 91 3056198 33 314 False
106491834089887843_2 0.009708737864077669 87 7329876 4 112 True
106491834089887843_3 0.4843581445523193 41 7701023 191 25 False
106491834089887843_4 0.6903991370010788 36 8861027 191 298 False
106491891312507623_0 0.1495427649273803 45 3265496 178 344 False
106491891312507623_1 0.4324905863367402 95 4523461 71 217 True
106491891312507623_2 0.018827326519634213 17 3156154 126 80 False
106491891312507623_3 0.13770844540075308 61 4629885 296 83 False
106491891312507623_4 0.7052178590640129 63 8531261 39 156 False
106491971549727164_0 0.6855918585966791 85 5953720 78 131 False
106491971549727164_1 0.2897696839850027 63 8345802 63 153 False
106491971549727164_2 0.08462774504552759 86 4103898 227 117 False
106491971549727164_3 0.8286020353508302 77 6776930 269 62 True
106491971549727164_4 0.8768077129084092 29 9232844 258 53 False
106491984653156966_0 0.4868773433315479 96 3092725 57 246 True
106491984653156966_1 0.9137653990358865 13 8140754 315 363 False
106491984653156966_2 0.696839850026781 90 8229894 50 309 True
106491984653156966_3 0.9539367970005356 97 636529 69 327 True
106491984653156966_4 0.3915372254954472 2 701697 203 130 False
106491987779549204_0 0.8141403320835565 19 545497 113 104 False
106491987779549204_1 0.7611140867702196 4 5624578 205 217 False
106491987779549204_2 0.3915372254954472 13 5687235 189 258 False
106491987779549204_3 0.7986073915372255 8 4804097 42 103 False
106491987779549204_4 0.7423674343867167 36 9388118 259 229 False
106492023091966882_0 0.7846813069094805 16 5350668 205 276 False
106492023091966882_1 0.3138725227637922 61 2124231 315 22 False
106492023091966882_2 0.2758435993572576 27 426891 251 156 False
106492023091966882_3 0.09801821103374397 54 7193198 281 179 False
106492023091966882_4 0.2715586502410284 73 189732 48 67 False
106492039700627628_0 0.10602798708288483 43 5922126 222 229 False
106492039700627628_1 0.29440258342303555 77 9282676 316 115 False
106492039700627628_2 0.492465016146394 8 6999328 236 334 False
106492039700627628_3 0.7944025834230355 10 1332635 219 298 False
106492039700627628_4 0.9230355220667384 71 7612942 150 53 True
106492137284306719_0 0.612747723620782 14 9744788 267 359 False
106492137284306719_1 0.676486341724692 11 3212964 87 271 False
106492137284306719_2 0.8419925013390466 51 3482972 149 245 False
106492137284306719_3 0.7552222817354044 62 41357 62 16 False
106492137284306719_4 0.7493304767005892 31 7171009 191 261 False
106492444134363098_0 0.6848582129481006 39 126709 204 310 False
106492444134363098_1 0.593900481540931 17 5524049 87 80 False
106492444134363098_2 0.8657035848047084 77 7898528 182 97 True
106492444134363098_3 0.6035313001605136 42 9713198 214 142 True
106492444134363098_4 0.6211878009630819 9 2884447 224 200 False
106492445764824139_0 0.7110754414125201 99 7252078 317 95 True
106492445764824139_1 0.9197431781701445 58 3983395 334 51 False
106492445764824139_2 0.5521669341894061 56 9045163 172 354 True
106492445764824139_3 0.39325842696629215 70 5089432 192 27 True
106492445764824139_4 0.6634563937934724 14 2367766 166 107 False
106501893934395416_0 0.6417428725121033 67 6333032 322 322 False
106501893934395416_1 0.4018289402904788 70 2147893 47 212 True
106501893934395416_2 0.9596557288864981 17 838964 93 198 False
106501893934395416_3 0.8386229155459924 18 6410580 68 297 False
106501893934395416_4 0.08768154922001076 51 9911533 102 303 False
106501896936670941_0 0.1611170784103115 37 835423 9 11 True
106501896936670941_1 0.7320085929108485 89 2984233 290 261 True
106501896936670941_2 0.4532760472610097 17 9262077 148 302 False
106501896936670941_3 0.11815252416756176 41 2655168 194 353 False
106501896936670941_4 0.4355531686358754 85 6080022 61 242 False
106501970478724522_0 0.47616497054097484 8 347268 335 91 False
106501970478724522_1 0.4413497589716122 66 4917117 279 42 False
106501970478724522_2 0.4825923942153187 40 5240076 18 41 False
106501970478724522_3 0.4933047670058918 7 802358 39 283 False
106501970478724522_4 0.36689876807712907 19 2762697 144 316 False
106501976708961238_0 0.5913229780396357 98 152204 292 6 True
106501976708961238_1 0.5859667916443492 11 3619180 161 168 False
106501976708961238_2 0.11033743974290305 43 2914312 26 306 False
106501976708961238_3 0.922335297268345 4 1196024 53 120 False
106501976708961238_4 0.5399035886448849 62 3558849 267 19 True
106501979326380415_0 0.5216925549009106 52 1812961 67 338 False
106501979326380415_1 0.17996786288162828 93 9280556 279 119 True
106501979326380415_2 0.7268344938403857 57 4387155 195 53 True
106501979326380415_3 0.6063202999464381 68 9786682 248 277 True
106501979326380415_4 0.9389394750937332 4 8804550 55 338 False
106501990396805149_0 0.16550615961435458 89 6838368 43 268 True
106501990396805149_1 0.5249062667380825 72 3079389 83 139 True
106501990396805149_2 0.6207820032137118 9 6842156 215 114 False
106501990396805149_3 0.6689876807712909 44 2013697 318 243 False
106501990396805149_4 0.6550615961435458 36 5109692 262 165 False
106501994223966972_0 0.6071428571428571 49 3159182 135 238 True
106501994223966972_1 0.7979094076655052 40 728465 256 114 False
106501994223966972_2 0.837979094076655 90 5120215 337 120 False
106501994223966972_3 0.960801393728223 66 9500230 191 56 False
106501994223966972_4 0.8867595818815331 50 6139493 110 117 False
106501995420098015_0 0.5865024102838778 26 6609695 237 4 False
106501995420098015_1 0.788430637386181 98 7312960 216 323 True
106501995420098015_2 0.1098018211033744 21 10323 128 214 False
106501995420098015_3 0.44777718264595606 66 5424204 182 289 False
106501995420098015_4 0.4413497589716122 67 6819400 189 126 False
106501998061963903_0 0.45902517407605786 56 4484356 194 16 False
106501998061963903_1 0.4343867166577397 29 4427489 268 298 False
106501998061963903_2 0.5709694697375469 58 1840717 158 304 True
106501998061963903_3 0.9662560257096947 21 7259662 175 337 False
106501998061963903_4 0.0058918050348152114 31 4091319 308 289 False
106502042018510130_0 0.2545748116254037 92 6370136 77 178 False
106502042018510130_1 0.6684607104413348 66 4955498 108 169 False
106502042018510130_2 0.988697524219591 98 8329791 100 65 True
106502042018510130_3 0.26533907427341225 14 8225451 58 317 False
106502042018510130_4 0.9908503767491926 55 2366838 101 71 False
106502042400350329_0 0.5296017222820237 59 5460027 7 161 False
106502042400350329_1 0.48546824542518835 35 3669398 273 225 False
106502042400350329_2 0.3385360602798708 45 6998273 162 167 False
106502042400350329_3 0.871367061356297 14 1121939 296 92 False
106502042400350329_4 0.8439181916038752 13 6609272 110 43 False
106502111890014639_0 0.7873594001071237 74 7771469 214 244 True
106502111890014639_1 0.39796464916979113 27 1221811 120 278 False
106502111890014639_2 0.8119978575254418 15 1261143 257 60 False
106502111890014639_3 0.9967862881628281 2 3239609 4 20 False
106502111890014639_4 0.12104981253347616 37 2742018 190 190 False
106502113074471145_0 0.025174076057846814 31 1511843 101 11 False
106502113074471145_1 0.9367970005356187 11 8487986 365 99 False
106502113074471145_2 0.9078735940010713 23 9830407 120 350 False
106502113074471145_3 0.5516871987145152 17 5024519 188 86 False
106502113074471145_4 0.4317086234600964 68 4735740 147 350 False
106502114722015605_0 0.7712908409212641 92 7767365 272 318 True
106502114722015605_1 0.006427423674343867 33 6767457 57 96 False
106502114722015605_2 0.4392072844134976 56 3180204 45 254 False
106502114722015605_3 0.8891269416175683 88 7955428 78 163 True
106502114722015605_4 0.2656668452062132 88 6487399 137 106 False
106502137286564041_0 0.05463310123192287 90 4651462 259 99 False
106502137286564041_1 0.404392072844135 19 6736849 127 274 False
106502137286564041_2 0.6652383502945902 18 7550975 145 232 False
106502137286564041_3 0.7595072308516336 50 6446517 136 273 False
106502137286564041_4 0.4767005891805035 41 7161598 295 351 False
106502137929336156_0 0.0032137118371719335 30 124774 265 358 False
106502137929336156_1 0.17300482056775576 90 4412646 152 279 True
106502137929336156_2 0.7070166041778254 23 8271758 329 174 False
106502137929336156_3 0.5420460632029994 73 7362951 51 40 False
106502137929336156_4 0.029994643813604713 5 4570042 340 355 False
106502138870227850_0 0.28602035350830207 100 5155495 13 144 False
106502138870227850_1 0.19657204070701662 96 7861602 157 142 True
106502138870227850_2 0.9914301017675415 1 1730949 352 320 False
106502138870227850_3 0.23674343867166578 54 5649108 63 289 False
106502138870227850_4 0.1483663631494376 80 605980 40 230 False
106511834381264352_0 0.39086021505376345 56 667890 196 160 False
106511834381264352_1 0.9317204301075269 51 7522393 159 336 True
106511834381264352_2 0.17473118279569894 17 1287274 144 118 False
106511834381264352_3 0.34623655913978496 91 2772695 200 204 True
106511834381264352_4 0.4198924731182796 75 352308 205 227 True
106511847062166095_0 0.8241935483870968 62 4504078 4 25 True
106511847062166095_1 0.6763440860215054 65 8359588 169 345 False
106511847062166095_2 0.01935483870967742 55 3169674 48 296 False
106511847062166095_3 0.8317204301075268 82 8064231 37 120 False
106511847062166095_4 0.1086021505376344 35 5448013 272 76 False
106511859371536248_0 0.5275080906148867 22 1774122 76 130 False
106511859371536248_1 0.03344120819848975 70 2461394 230 274 False
106511859371536248_2 0.9163969795037756 18 424539 295 15 False
106511859371536248_3 0.9902912621359223 98 7250617 233 283 False
106511859371536248_4 0.46763754045307443 1 3008403 227 209 False
106511876413446526_0 0.22330097087378642 29 7232780 364 210 False
106511876413446526_1 0.5415318230852212 58 5469915 240 142 True
106511876413446526_2 0.8705501618122977 51 8891201 67 114 False
106511876413446526_3 0.714670981661273 34 7148257 213 222 False
106511876413446526_4 0.727076591154261 34 2681285 2 17 False
106511894408694728_0 0.5901022054868209 83 49263 315 323 True
106511894408694728_1 0.2361484669176977 98 3207298 329 28 True
106511894408694728_2 0.5836471221086605 57 1753831 109 145 True
106511894408694728_3 0.25766541151156536 23 9470509 140 102 False
106511894408694728_4 0.7778375470683163 26 5830598 106 137 False
106511929086972834_0 0.0010741138560687433 42 2532551 250 73 False
106511929086972834_1 0.1799140708915145 97 4572853 67 42 True
106511929086972834_2 0.7223415682062299 94 8431602 298 214 True
106511929086972834_3 0.7448979591836735 14 6022299 133 341 False
106511929086972834_4 0.4607948442534909 12 6121611 295 253 False
106511959758305586_0 0.5763256561328334 71 3420553 150 195 True
106511959758305586_1 0.241028387787895 94 9233285 80 131 True
106511959758305586_2 0.0856989823245849 7 1319305 130 202 False
106511959758305586_3 0.5093733261917515 82 2381149 196 118 True
106511959758305586_4 0.4402785216925549 22 7769963 274 162 False
106511963262966775_0 0.9598286020353508 47 2946134 40 348 False
106511963262966775_1 0.42153186930905195 31 3515444 290 281 False
106511963262966775_2 0.7129084092126406 11 1684609 269 123 False
106511963262966775_3 0.807177289769684 47 620604 235 226 True
106511963262966775_4 0.9432244242099626 77 5995896 122 326 False
106511977699990424_0 0.3540439207284414 17 5986876 34 342 False
106511977699990424_1 0.48419925013390464 4 8556239 177 211 False
106511977699990424_2 0.6357793251205142 4 2654910 179 273 False
106511977699990424_3 0.7809319764327799 83 7566421 81 110 False
106511977699990424_4 0.8093197643277986 51 8055623 280 111 False
106511977836635265_0 0.2726298875200857 5 2687000 101 52 False
106511977836635265_1 0.2828066416711302 1 8316265 125 284 False
106511977836635265_2 0.03160149973219068 22 5244738 46 150 False
106511977836635265_3 0.5677557579003749 58 8187262 275 19 True
106511977836635265_4 0.3535083020889127 1 8010767 34 253 False
106511978109570812_0 0.7702196036422068 77 8405902 164 240 True
106511978109570812_1 0.5538296732726299 72 8463202 256 33 True
106511978109570812_2 0.27691483663631494 21 88324 157 155 False
106511978109570812_3 0.2629887520085699 26 9368901 207 360 False
106511978109570812_4 0.13122656668452062 4 9958598 294 252 False
106511979665151857_0 0.5227637921799678 16 6841490 71 24 False
106511979665151857_1 0.576861274772362 79 6462629 216 206 True
106511979665151857_2 0.9153722549544724 17 840425 297 254 False
106511979665151857_3 0.549009105516872 44 391119 59 127 False
106511979665151857_4 0.4295661489019818 31 6528028 225 311 False
106511981366790232_0 0.37653990358864486 49 9011936 112 272 False
106511981366790232_1 0.7445099089448313 68 4244931 232 140 True
106511981366790232_2 0.05088377075522228 13 5926615 97 174 False
106511981366790232_3 0.9084092126405999 25 2518032 209 253 False
106511981366790232_4 0.26941617568291376 70 8920905 326 8 False
106511985005942390_0 0.5040171397964649 84 3963233 66 299 True
106511985005942390_1 0.02196036422067488 74 7865201 173 297 False
106511985005942390_2 0.0192822710230316 1 8024695 76 147 False
106511985005942390_3 0.47937868237814674 52 6705472 364 332 False
106511985005942390_4 0.14408141403320834 46 157287 17 65 False
106511998794756956_0 0.4777718264595608 86 6169175 90 20 False
106511998794756956_1 0.629887520085699 49 1303600 43 98 True
106511998794756956_2 0.8136047134440278 27 5066926 312 213 False
106511998794756956_3 0.45313336904124263 19 3782027 7 105 False
106511998794756956_4 0.21906802356722013 42 2545748 205 114 False
106512022565186488_0 0.8296732726298875 28 8927678 289 44 False
106512022565186488_1 0.4729512587038029 48 6157970 181 355 False
106512022565186488_2 0.25763256561328335 59 1141232 296 233 False
106512022565186488_3 0.22013926084627744 14 5620667 277 22 False
106512022565186488_4 0.3470808784145688 65 3312166 15 274 False
106512034579461082_0 0.8541442411194833 28 2566371 237 77 False
106512034579461082_1 0.4386437029063509 5 6435040 103 163 False
106512034579461082_2 0.7933261571582346 84 8424895 312 301 True
106512034579461082_3 0.310010764262648 13 7703064 101 213 False
106512034579461082_4 0.5403659849300323 19 7220283 215 33 False
106512039179905592_0 0.015608180839612486 62 8755186 317 235 False
106512039179905592_1 0.21259418729817006 96 4864773 210 40 True
106512039179905592_2 0.5941872981700753 43 6272657 78 84 True
106512039179905592_3 0.0721205597416577 49 2972452 128 298 False
106512039179905592_4 0.0898815931108719 30 6523069 27 191 False
106512042953454162_0 0.8143164693218514 50 5944031 246 39 False
106512042953454162_1 0.7077502691065662 11 5645838 248 308 False
106512042953454162_2 0.9542518837459634 20 6346166 212 69 False
106512042953454162_3 0.3326157158234661 84 9298328 302 153 True
106512042953454162_4 0.8094725511302476 4 9632090 227 187 False
106512043881562803_0 0.4117330462863294 1 8767920 310 71 False
106512043881562803_1 0.08127018299246501 30 3372483 182 59 False
106512043881562803_2 0.12109795479009688 98 6226572 145 19 True
106512043881562803_3 0.42572658772874056 4 6479069 245 266 False
106512043881562803_4 0.38805166846071043 48 4646372 335 230 False
106512046879643183_0 0.7130574959699086 66 9406835 130 103 False
106512046879643183_1 0.018807092960773777 63 139468 51 161 False
106512046879643183_2 0.5185384202041913 11 4466186 67 87 False
106512046879643183_3 0.13326168726491133 91 9306073 35 125 False
106512046879643183_4 0.7898979043524986 43 6566796 150 235 False
106512048397832466_0 0.5771090811391725 7 5104948 176 164 False
106512048397832466_1 0.8586781300376142 90 5220044 100 60 True
106512048397832466_2 0.7571198280494358 84 5051999 186 137 True
106512048397832466_3 0.2557764642665234 77 9721816 127 194 False
106512048397832466_4 0.014508328855454057 18 1828479 247 297 False
106512100447309854_0 0.4365291912158543 68 9260923 331 9 True
106512100447309854_1 0.4627745045527584 16 9060311 282 227 False
106512100447309854_2 0.4606320299946438 97 9583727 207 269 True
106512100447309854_3 0.49973219068023567 79 6993813 92 162 True
106512100447309854_4 0.40974825923942154 38 6335970 191 235 True
106512124848542383_0 0.34547402249598286 95 8719028 70 362 True
106512124848542383_1 0.8264595607927155 54 1619600 234 8 True
106512124848542383_2 0.38296732726298877 14 9777953 17 265 False
106512124848542383_3 0.45313336904124263 83 1998183 131 312 False
106512124848542383_4 0.16443492233529727 89 4937222 210 323 True
106521834740092730_0 0.3349462365591398 61 8861109 268 104 False
106521834740092730_1 0.5069892473118279 79 7162877 148 63 True
106521834740092730_2 0.9725806451612903 6 939963 350 365 False
106521834740092730_3 0.5596774193548387 70 4311167 32 313 True
106521834740092730_4 0.8188172043010753 38 7749756 41 109 False
106521850519697742_0 0.8698924731182796 63 5224055 105 246 False
106521850519697742_1 0.47258064516129034 46 5814052 285 346 False
106521850519697742_2 0.35591397849462364 5 6472723 46 168 False
106521850519697742_3 0.10053763440860215 12 4109402 12 257 False
106521850519697742_4 0.8241935483870968 38 1182495 51 102 False
106521899213378922_0 0.4897959183673469 82 7513834 10 207 False
106521899213378922_1 0.2819548872180451 26 9878313 242 190 False
106521899213378922_2 0.7959183673469388 70 2639275 119 52 True
106521899213378922_3 0.09237379162191192 25 3623204 164 115 False
106521899213378922_4 0.43609022556390975 96 6217183 57 328 False
106521943694895702_0 0.541151156535772 21 6490524 35 209 False
106521943694895702_1 0.2339967724583109 15 3040939 139 42 False
106521943694895702_2 0.41420118343195267 70 919508 352 92 False
106521943694895702_3 0.6385153308230231 50 6778010 178 29 False
106521943694895702_4 0.708445400753093 45 960226 173 165 False
106521950632054617_0 0.6066154754873007 30 9538797 165 278 False
106521950632054617_1 0.8163024217365623 15 9998820 16 304 False
106521950632054617_2 0.7531010041346722 0 2161247 159 147 False
106521950632054617_3 0.1600708800945068 95 3844503 188 37 True
106521950632054617_4 0.344949793266391 23 4502492 92 245 False
106521978393732783_0 0.04017139796464917 97 9894003 169 335 False
106521978393732783_1 0.3802892340653455 57 1434729 71 324 True
106521978393732783_2 0.24638457418318158 16 9631239 190 132 False
106521978393732783_3 0.8093197643277986 81 2640597 61 169 True
106521978393732783_4 0.4177825388323514 40 3358895 77 184 True
106521979576961356_0 0.08623460096411355 78 7066310 233 161 False
106521979576961356_1 0.06963042313872522 48 9641225 343 337 False
106521979576961356_2 0.3631494376004285 60 5085440 148 85 True
106521979576961356_3 0.8907337975361542 55 9829443 258 288 False
106521979576961356_4 0.6036422067487949 3 9632335 138 328 False
106521982674919948_0 0.5543652919121586 17 6458866 359 295 False
106521982674919948_1 0.1821103374397429 33 402029 68 194 True
106521982674919948_2 0.5773968934118907 55 4770095 265 362 True
106521982674919948_3 0.595607927155865 37 217741 287 192 False
106521982674919948_4 0.20835565077664703 10 233968 215 130 False
106521987703984515_0 0.7370112479914301 15 4537817 85 181 False
106521987703984515_1 0.7461167648634173 48 5145439 239 310 False
106521987703984515_2 0.9833958221746116 55 9180298 320 154 False
106521987703984515_3 0.8323513658275308 41 6798250 234 219 False
106521987703984515_4 0.6347080878414569 49 3003301 26 5 True
106522003799995386_0 0.2763792179967863 14 2982607 38 292 False
106522003799995386_1 0.5966791644349223 48 6207044 249 103 False
106522003799995386_2 0.9523299410819497 65 7273841 98 195 False
106522003799995386_3 0.5313336904124264 70 4162035 290 37 False
106522003799995386_4 0.6684520621317622 49 2652429 328 365 False
106522034631171034_0 0.4461786867599569 80 5324236 152 279 False
106522034631171034_1 0.47954790096878364 67 476696 252 93 False
106522034631171034_2 0.9854682454251884 23 8142678 354 329 False
106522034631171034_3 0.7567276641550054 13 6630382 163 205 False
106522034631171034_4 0.38266953713670615 96 2704287 344 113 False
106522108369365608_0 0.6925549009105517 61 7957464 296 133 True
106522108369365608_1 0.5897161221210498 13 6860678 76 58 False
106522108369365608_2 0.5709694697375469 64 6466871 209 294 True
106522108369365608_3 0.5249062667380825 66 7558664 204 116 True
106522108369365608_4 0.22656668452062131 74 6810493 195 216 True
106522114906393971_0 0.7970005356186395 2 6306963 137 270 False
106522114906393971_1 0.05891805034815212 99 6413505 317 5 False
